1,2
1,3
1,4
1,6
1,8
1,15
2,10
2,39
2,45
2,48
2,54
3,2
3,7
3,9
3,10
3,17
3,70
3,83
4,9
4,42
4,75
5,1
5,4
5,6
5,7
5,10
5,51
5,62
5,68
6,4
6,8
6,10
6,12
6,63
6,64
6,74
7,2
7,4
7,10
7,26
7,66
7,77
8,10
8,32
8,42
9,1
9,2
9,10
9,68
10,4
10,33
10,48
10,75
11,12
11,15
11,16
11,17
11,20
11,37
12,13
12,14
12,15
12,17
12,19
12,36
12,63
13,1
13,11
13,14
13,15
13,18
13,19
13,20
13,66
14,11
14,15
14,18
14,20
15,2
15,6
15,16
15,17
15,18
15,20
16,1
16,17
16,18
16,19
16,20
16,25
16,46
16,53
16,80
17,8
17,9
17,13
18,3
18,12
18,19
18,20
19,6
19,15
19,17
19,20
20,4
20,17
21,1
21,20
21,22
21,23
21,25
21,26
21,27
21,28
21,30
21,33
21,34
21,36
21,37
21,64
22,23
22,25
22,27
22,28
22,31
22,99
23,24
23,27
23,28
23,29
23,31
23,32
23,33
23,35
23,36
23,37
23,38
24,21
24,22
24,25
24,26
24,30
24,31
24,34
24,35
24,39
24,60
24,64
24,74
25,23
25,26
25,30
25,31
25,32
25,33
25,34
25,35
25,36
25,39
25,40
26,22
26,23
26,28
26,29
26,31
26,39
26,40
26,76
26,100
27,29
27,31
27,34
27,35
27,36
27,37
27,38
27,39
27,40
28,10
28,30
28,33
28,37
28,38
28,39
28,89
29,24
29,30
29,31
29,36
29,37
29,38
29,78
30,23
30,31
30,32
30,34
30,35
30,36
30,39
30,40
31,28
31,32
31,34
31,37
32,33
32,34
32,35
32,36
32,38
32,99
33,35
33,36
33,37
33,40
33,77
33,78
33,86
34,35
34,36
34,37
34,38
34,39
34,68
34,88
35,31
35,36
35,37
35,38
35,40
35,52
35,54
35,81
36,8
36,11
36,14
36,20
36,31
36,37
36,39
36,40
36,58
36,74
37,32
37,57
37,93
38,36
38,37
39,29
39,32
39,33
39,37
39,40
40,12
40,37
40,38
40,46
41,10
41,42
41,43
41,45
41,46
41,47
41,48
41,49
42,32
42,38
42,43
42,45
42,46
42,47
42,48
42,49
43,45
43,48
43,50
44,41
44,43
44,45
44,46
45,18
45,48
45,49
45,50
45,63
46,45
46,49
47,13
47,43
47,46
47,58
48,44
48,46
48,49
49,40
49,47
50,41
50,42
50,44
50,47
50,48
50,55
50,86
51,10
51,42
51,52
51,56
51,58
51,61
51,66
51,67
51,93
52,54
52,55
52,58
52,60
52,61
52,62
52,63
52,64
52,65
52,66
52,67
52,75
53,51
53,52
53,54
53,58
53,59
53,63
53,64
53,65
53,66
53,67
53,70
54,51
54,56
54,57
54,58
54,62
54,63
54,66
55,51
55,53
55,57
55,59
55,60
55,61
55,62
55,63
55,64
55,65
55,68
56,7
56,52
56,58
56,59
56,61
56,62
56,65
56,69
56,84
56,96
57,52
57,53
57,59
57,60
57,61
57,68
57,70
58,55
58,57
58,60
58,61
58,63
58,66
58,67
58,69
58,70
59,58
59,60
59,62
59,63
59,64
59,67
59,82
60,37
60,47
60,51
60,53
60,56
60,63
60,64
60,66
60,68
60,70
61,63
61,65
61,66
61,67
61,70
62,35
62,49
62,64
62,65
62,68
62,69
62,70
62,73
62,82
63,7
63,22
63,62
63,65
63,66
63,68
63,69
64,67
64,68
64,69
64,74
65,43
65,59
65,67
65,68
65,69
65,70
66,12
66,19
66,33
66,38
66,64
66,68
66,69
67,16
67,26
67,28
67,33
67,62
67,63
67,68
67,70
68,39
68,49
68,61
68,69
68,81
69,13
69,67
70,5
70,23
70,25
70,30
70,63
70,66
70,68
70,88
71,73
71,74
71,76
71,77
71,78
71,80
71,83
72,47
72,75
72,95
73,76
73,77
74,12
74,69
74,70
74,73
74,75
74,76
74,78
74,79
74,80
75,31
75,71
75,73
75,76
75,78
75,79
76,46
76,72
76,77
76,78
76,80
77,26
77,70
77,72
77,74
77,75
78,19
78,72
79,71
79,72
79,77
79,78
79,80
80,49
80,62
80,72
80,73
80,75
80,77
80,78
80,87
81,82
81,83
81,84
81,86
81,88
82,84
82,90
83,82
83,85
83,86
83,87
83,88
83,90
84,63
84,83
84,85
84,88
84,90
85,2
85,53
85,81
85,82
85,86
85,88
86,82
86,87
86,90
87,81
87,82
87,84
87,85
87,88
88,2
88,44
88,90
89,82
89,83
89,84
89,85
89,87
89,90
90,39
90,67
90,81
91,92
91,93
91,95
91,97
91,98
91,99
92,3
92,5
92,7
92,8
92,9
92,10
92,94
92,97
92,99
92,100
93,1
93,2
93,4
93,7
93,8
93,9
93,69
93,94
93,95
93,97
93,98
93,100
94,3
94,5
94,6
94,7
94,8
94,9
94,95
94,96
95,1
95,2
95,3
95,6
95,8
95,9
95,80
95,92
95,100
96,1
96,2
96,6
96,10
96,18
96,25
96,92
96,97
96,98
97,1
97,3
97,7
97,10
97,18
97,52
97,95
97,99
98,1
98,2
98,3
98,5
98,6
98,92
98,95
98,99
98,100
99,1
99,4
99,5
99,6
99,10
99,66
99,71
99,93
99,96
100,1
100,2
100,3
100,6
100,7
100,11
100,94
100,96
100,97
100,99
