1,2
1,3
1,4
1,5
1,6
1,7
1,9
1,10
1,13
1,30
1,36
1,38
1,46
1,50
1,58
1,93
1,94
1,97
2,3
2,4
2,5
2,6
2,7
2,8
2,9
2,10
2,51
2,52
2,55
2,83
2,86
2,88
2,90
2,97
2,98
2,99
3,4
3,5
3,6
3,7
3,9
3,10
3,11
3,29
3,30
3,39
3,40
3,46
3,50
3,57
3,62
3,65
3,78
3,93
3,94
3,95
4,6
4,7
4,8
4,9
4,10
4,11
4,19
4,31
4,44
4,61
4,63
4,72
4,73
4,74
4,80
4,82
4,89
4,91
4,93
4,97
4,100
5,4
5,6
5,7
5,8
5,9
5,10
5,21
5,31
5,34
5,38
5,45
5,48
5,57
5,58
6,7
6,8
6,9
6,10
6,17
6,33
6,45
6,46
6,54
6,65
6,79
6,96
6,99
7,8
7,9
7,18
7,30
7,46
7,49
7,50
7,63
7,68
7,87
8,1
8,3
8,9
8,10
8,43
8,52
8,53
8,57
8,58
8,59
8,66
8,69
8,70
8,80
9,10
9,15
9,58
9,69
9,77
9,89
10,32
10,39
10,52
10,81
10,86
10,89
11,13
11,14
11,15
11,16
11,17
11,18
11,19
11,20
11,45
11,67
11,80
11,95
12,13
12,14
12,15
12,16
12,17
12,18
12,19
12,20
12,40
12,59
12,67
12,72
13,14
13,15
13,16
13,17
13,18
13,19
13,20
13,22
13,25
13,50
13,80
13,94
14,2
14,3
14,17
14,18
14,28
14,44
14,55
14,61
14,62
14,70
14,81
14,88
15,14
15,16
15,18
15,19
15,20
15,34
15,38
15,54
15,65
15,87
16,14
16,17
16,18
16,19
16,20
16,23
16,24
16,26
16,34
16,69
17,10
17,15
17,18
17,19
17,20
17,37
17,49
17,96
18,5
18,6
18,19
18,20
18,24
18,39
18,62
18,74
18,100
19,3
19,14
19,31
19,35
19,56
19,82
20,7
20,14
20,19
20,25
20,27
20,52
20,54
20,96
21,3
21,22
21,23
21,24
21,25
21,27
21,28
21,29
21,30
21,32
21,33
21,34
21,35
21,36
21,37
21,39
21,40
21,66
21,82
22,4
22,8
22,15
22,20
22,24
22,25
22,26
22,27
22,28
22,29
22,30
22,32
22,33
22,34
22,35
22,37
22,38
22,39
22,46
22,68
23,1
23,2
23,5
23,7
23,22
23,24
23,25
23,26
23,28
23,29
23,30
23,31
23,32
23,34
23,37
23,39
23,51
23,100
24,25
24,28
24,29
24,30
24,31
24,32
24,33
24,36
24,37
24,38
24,39
24,40
24,91
24,95
25,8
25,26
25,27
25,28
25,30
25,31
25,32
25,33
25,34
25,35
25,36
25,37
25,38
25,39
25,40
25,65
26,1
26,6
26,21
26,24
26,28
26,29
26,31
26,33
26,34
26,35
26,36
26,38
26,39
26,40
26,59
26,74
26,78
26,82
27,24
27,26
27,28
27,29
27,30
27,31
27,32
27,33
27,34
27,35
27,36
27,37
27,39
27,61
27,78
27,84
27,91
28,3
28,11
28,30
28,31
28,32
28,33
28,34
28,35
28,36
28,37
28,38
28,39
28,40
28,46
28,75
29,7
29,28
29,30
29,32
29,33
29,35
29,36
29,37
29,40
29,62
29,85
29,90
30,5
30,10
30,20
30,26
30,31
30,32
30,33
30,34
30,35
30,36
30,37
30,39
30,72
31,22
31,32
31,33
31,34
31,35
31,36
31,37
31,38
31,39
31,40
31,56
31,72
31,78
32,2
32,34
32,35
32,36
32,37
32,38
32,67
32,92
32,95
32,99
33,16
33,32
33,34
33,35
33,36
33,40
33,44
33,76
33,77
33,91
34,17
34,35
34,36
